P10734	kni NR0A1 CG4717	Zygotic gap protein knirps (Nuclear receptor subfamily 0 group A member 1)
P36615	csk1 SPAC1D4.06c	Serine/threonine-protein kinase csk1 (EC 2.7.11.22) (CAK-activating kinase) (CAKAK)
Q12126	crk1 mcs6 mop1 SPBC19F8.07	Serine/threonine-protein kinase crk1 (EC 2.7.11.23) (Mitotic catastrophe suppressor 6)
P48562	CLA4 YNL298W N0450	Serine/threonine-protein kinase CLA4 (EC 2.7.11.1)
O96017	CHEK2 CDS1 CHK2 RAD53	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)
O14757	CHEK1 CHK1	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)
P34208	chk1 rad27 SPCC1259.13	Serine/threonine-protein kinase chk1 (EC 2.7.11.1) (Checkpoint kinase 1)
P38147	CHK1 YBR274W YBR1742	Serine/threonine-protein kinase CHK1 (EC 2.7.11.1) (Checkpoint kinase 1)
E7EPP6	CHEK1	Serine/threonine-protein kinase Chk1
Q09170	cds1 SPCC18B5.11c	Serine/threonine-protein kinase cds1 (EC 2.7.11.1) (Checkpoint kinase cds1)
P53894	CBK1 YNL161W N1727	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase)
P23293	SGV1 BUR1 YPR161C P9584.8	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1)
Q8IWQ3	BRSK2 C11orf7 PEN11B SADA STK29 HUSSY-12	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (Brain-selective kinase 2) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase 29) (Serine/threonine-protein kinase SAD-A)
Q8TDC3	BRSK1 KIAA1811 SAD1 SADB	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1)
J3KNK0	BRSK1	Serine/threonine-protein kinase BRSK1
Q9ZPS9	BRL2 VH1 At2g01950 F14H20.2	Serine/threonine-protein kinase BRI1-like 2 (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 2) (Protein VASCULAR HIGHWAY 1)
Q9ZWC8	BRL1 At1g55610 F20N2.4	Serine/threonine-protein kinase BRI1-like 1 (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 1)
O48814	BIK1 At2g39660 F12L6.32 F17A14.3	Serine/threonine-protein kinase BIK1 (EC 2.7.11.1) (Protein BOTRYTIS-INDUCED KINASE 1)
Q01389	BCK1 LAS3 SLK1 SSP31 YJL095W J0906	Serine/threonine-protein kinase BCK1/SLK1/SSP31 (EC 2.7.11.1)
O64629	AUR3 At2g45490 F17K2.2	Serine/threonine-protein kinase Aurora-3 (AtAur3) (EC 2.7.11.1) (Aurora-like kinase 3)
Q683C9	AUR2 At2g25880 F17H15.9	Serine/threonine-protein kinase Aurora-2 (AtAur2) (EC 2.7.11.1) (Aurora-like kinase 2)
F4ITJ0	AUR2 At2g25880	Serine/threonine-protein kinase aurora-2
Q9M077	AUR1 At4g32830 T16I18.40	Serine/threonine-protein kinase Aurora-1 (AtAur1) (EC 2.7.11.1) (Aurora-like kinase 1)
Q13535	ATR FRP1	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1)
Q9VXG8	mei-41 CG4252	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein homolog) (ATR homolog) (dATR) (Meiotic protein 41)
Q9FKS4	ATR RAD3 At5g40820 MHK7.5	Serine/threonine-protein kinase ATR (AtATR) (EC 2.7.11.1) (Ataxia telangiectasia-mutated and Rad3-related homolog) (DNA repair protein ATR) (Rad3-like protein) (AtRAD3)
Q05999	PK7 At3g27580 MMJ24.14	Serine/threonine-protein kinase AtPK7 (EC 2.7.11.1)
Q39030	ATPK2 ATPK19 S6K2 At3g08720 F17O14.19	Serine/threonine-protein kinase AtPK2/AtPK19 (EC 2.7.11.1) (Ribosomal-protein S6 kinase homolog 2)
P42818	ATPK1 ATPK6 S6K1 At3g08730 F17O14.20	Serine/threonine-protein kinase AtPK1/AtPK6 (EC 2.7.11.1) (Ribosomal-protein S6 kinase homolog 1)
Q8GXZ3	At5g01020 F7J8.5	Serine/threonine-protein kinase At5g01020 (EC 2.7.11.1)
Q9SFT7	At3g07070 F17A9.25 T1B9.28	Serine/threonine-protein kinase At3g07070 (EC 2.7.11.1)
O59790	ark1 sex1 SPCC320.13c SPCC330.16	Serine/threonine-protein kinase ark1 (EC 2.7.11.1) (Aurora-related kinase 1)
P38080	AKL1 YBR059C YBR0519	Serine/threonine-protein kinase AKL1 (EC 2.7.11.1)
P51568	AFC3 AME3 At4g32660 F4D11.140	Serine/threonine-protein kinase AFC3 (EC 2.7.12.1)
P51567	AFC2 At4g24740 F22K18.60	Serine/threonine-protein kinase AFC2 (EC 2.7.12.1)
P51566	AFC1 AME2 At3g53570 F4P12_270	Serine/threonine-protein kinase AFC1 (EC 2.7.12.1)
F4JAH3	FC1 At3g53570	Serine/threonine-protein kinase AFC1
Q13043	STK4 KRS2 MST1	"Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)]"
Q9Y2H1	STK38L KIAA0965 NDR2	Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)
Q15208	STK38 NDR1	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)
Q9NRP7	STK36 KIAA1278	Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog)
Q9NY57	STK32B YANK2 UNQ3003/PRO9744	Serine/threonine-protein kinase 32B (EC 2.7.11.1) (Yet another novel kinase 2)
Q13188	STK3 KRS1 MST2	"Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]"
O00506	STK25 SOK1 YSK1	Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)
B4DR80	STK24	Serine/threonine-protein kinase 24 12 kDa subunit (cDNA FLJ61159, highly similar to Serine/threonine-protein kinase 24 (EC 2.7.11.1))
Q9Y6E0	STK24 MST3 STK3	"Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]"
Q9LVE2	B'ZETA At3g21650 MIL23.22	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' zeta isoform (AtB' zeta) (PP2A, B' subunit, zeta isoform)
Q8RW96	B'GAMMA At4g15415 dl3750w FCAALL.118	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform (AtB' gamma) (PP2A, B' subunit, gamma isoform)
Q9LU89	B'ETA At3g26020 MPE11.19	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' eta isoform (AtB' eta) (PP2A, B' subunit, eta isoform)
Q8LF36	B'THETA At1g13460 T6J4.19	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform (AtB' theta) (PP2A, B' subunit, theta isoform)
Q9SV41	B'EPSILON At3g54930 F28P10.90	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' epsilon isoform (AtB' epsilon) (PP2A, B' subunit, epsilon isoform)
O04376	B'BETA At3g09880 F8A24.7	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform (AtB' beta) (PP2A, B' subunit, beta isoform)
O04375	B'ALPHA At5g03470 F12E4.240	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' alpha isoform (AtB' alpha) (PP2A, B' subunit, alpha isoform)
Q9ZQY6	B'DELTA At3g26030 MPE11.23	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B' delta isoform (AtB' delta) (PP2A, B' subunit, delta isoform)
Q39247	PP2AB2 At1g17720 F11A6.6	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform (AtB beta) (PP2A, subunit B, beta isoform)
Q38821	PP2AB1 At1g51690 F19C24.10	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (AtB alpha) (PP2A, subunit B, alpha isoform)
P13185	KIN1 YDR122W YD9727.17	Serine/threonine protein kinase KIN1 (EC 2.7.11.1)
Q94888	Eip63E CG10579	Serine/threonine protein kinase
F4HWU0	At1g48210	Serine/threonine protein kinase
Q6P0Y1	STK24	Serine/threonine kinase 24 (STE20 homolog, yeast)
O81126	RSZ22 RSZP22 SRZ22 At4g31580 F28M20.230	Serine/arginine-rich splicing factor RSZ22 (RS-containing zinc finger protein 22) (At-RSZ22) (At-RSZp22)
Q8VYA5	RS2Z33 RSZ33 At2g37340 F3G5.13	Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33)
Q9FYB7	RS2Z32 RSZ32 At3g53500 F4P12.200	Serine/arginine-rich splicing factor RS2Z32 (RS-containing zinc finger protein 32) (At-RS2Z32) (At-RSZ32)
Q13242	SRSF9 SFRS9 SRP30C	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)
Q13247	SRSF6 SFRS6 SRP55	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)
Q13243	SRSF5 HRS SFRS5 SRP40	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)
Q08170	SRSF4 SFRS4 SRP75	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)
Q07955	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)
F4JHI7	At4g02430	Serine/arginine-rich protein splicing factor 34B
Q7JPN8	sax CG1891	Serine-threonine kinase receptor
M9NDF9	srpk79D CG11489 Dmel_CG11489	Serine-arginine protein kinase at 79D, isoform L (EC 2.7.11.-)
P26686	B52 E(Dfd) RS55 SR55 CG10851	Serine-arginine protein 55 (SRP55) (52 kDa bracketing protein) (B52 protein) (Protein enhancer of deformed)
M0QWZ7	SARS2 hCG_20526	Serine--tRNA ligase, mitochondrial (Seryl-tRNA synthetase 2, isoform CRA_d)
Q9UTB2	dia4 SPAC25B8.06c	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
Q9NP81	SARS2 SARSM	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
P38705	DIA4 YHR011W	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
P49591	SARS SERS	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
O14018	SPAC29A4.15	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
P07284	SES1 SERS YDR023W YD9813.01	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
Q39230	At5g27470 F21A20_180	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
Q9GZT4	SRR	Serine racemase (EC 4.3.1.17) (EC 4.3.1.18) (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (L-serine ammonia-lyase) (L-serine dehydratase)
Q2PGG3	SR SR1 At4g11640 T5C23.70	Serine racemase (AtSR) (EC 4.3.1.17) (EC 4.3.1.18) (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (L-serine ammonia-lyase) (L-serine dehydratase)
Q05319	Sb Sb-sbd CG4316	"Serine proteinase stubble (EC 3.4.21.-) (Protein stubble-stubbloid) [Cleaved into: Serine proteinase stubble non-catalytic chain; Serine proteinase stubble catalytic chain]"
Q9SVT4	F17L22.90 At4g21630	Serine protease-like protein (Subtilase family protein)
P05049	snk CG7996	Serine protease snake (EC 3.4.21.-)
Q9VWU1	psh CG6367	Serine protease persephone (EC 3.4.21.-)
Q7KA66	Spn43Aa CG12172 Dmel_CG12172	Serine protease inhibitor 43Aa (Serpin, putative)
Q9U1I4	Spn88Ea sp5 Spn5 CG18525	Serine protease inhibitor (Serpin-5)
P83105	HTRA4	Serine protease HTRA4 (EC 3.4.21.-) (High-temperature requirement factor A4)
P83110	HTRA3 PRSP	Serine protease HTRA3 (EC 3.4.21.-) (High-temperature requirement factor A3) (Pregnancy-related serine protease)
O43464	HTRA2 OMI PRSS25	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)
Q9VFJ3	HtrA2 Omi/HtrA2 CG8464	"Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (DmHtrA2) (HtrA2) (Omi stress-regulated endoprotease) (dOmi) [Cleaved into: Serine protease HTRA2, mitochondrial, long; Serine protease HTRA2, mitochondrial, short]"
Q92743	HTRA1 HTRA PRSS11	Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)
P13582	ea CG4920	Serine protease easter (EC 3.4.21.-)
Q7RTY3	PRSS45 TESSP5	Serine protease 45 (EC 3.4.21.-) (Testis serine protease 5)
A1L453	PRSS38 MPN2	Serine protease 38 (EC 3.4.21.-) (Marapsin-2)
Q8NF86	PRSS33	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)
P17207	Jon99Ci SER3 Ser99Dc CG17951	Serine protease 3 (EC 3.4.21.-) (Protein Jonah 99Ci)
Q9BQR3	PRSS27 MPN UNQ1884/PRO4327	Serine protease 27 (EC 3.4.21.-) (Marapsin) (Pancreasin)
E9PRR2	PRSS23	Serine protease 23 (Fragment)
O95084	PRSS23 ZSIG13 UNQ270/PRO307	Serine protease 23 (EC 3.4.21.-) (Putative secreted protein Zsig13)
B4E2J3	PRSS23	Serine protease 23 (cDNA FLJ51190, highly similar to Serine protease 23 (EC 3.4.21.-))
E9PMX2	PRSS23	Serine protease 23
E9PIB7	PRSS23	Serine protease 23
Q9NUV7	SPTLC3 C20orf38 SPTLC2L	Serine palmitoyltransferase 3 (EC 2.3.1.50) (Long chain base biosynthesis protein 2b) (LCB2b) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3)
Q09925	lcb2 SPAC21E11.08 SPAC2C4.02	Serine palmitoyltransferase 2 (SPT 2) (EC 2.3.1.50) (Long chain base biosynthesis protein 2)
P40970	LCB2 SCS1 TSC1 YDR062W D4246 YD9609.16	Serine palmitoyltransferase 2 (SPT 2) (EC 2.3.1.50) (Long chain base biosynthesis protein 2)
O15270	SPTLC2 KIAA0526 LCB2	Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)
P25045	LCB1 END8 TSC2 YMR296C	Serine palmitoyltransferase 1 (SPT 1) (SPT1) (EC 2.3.1.50) (Long chain base biosynthesis protein 1)
O59682	lcb1 SPBC18E5.02c SPBC29A3.20c	Serine palmitoyltransferase 1 (SPT 1) (SPT1) (EC 2.3.1.50) (Long chain base biosynthesis protein 1)
O15269	SPTLC1 LCB1	Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)
Q9U912	lace CG4162	Serine palmitoyl transferase LCB2 subunit
P34897	SHMT2	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
Q10104	shm2 SPAC18G6.04c	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
P34896	SHMT1	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
P37291	SHM2 SHMT2 YLR058C L2156	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
Q84WV0	SHM7 SHMT7 At1g36370 F7F23.9	Serine hydroxymethyltransferase 7 (AtSHMT7) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 7) (Serine methylase 7)
Q9LM59	SHM6 SHMT6 At1g22020 F2E2.7	Serine hydroxymethyltransferase 6 (AtSHMT6) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 6) (Serine methylase 6)
Q9SVM4	SHM5 EDA36 EDA37 SHMT5 At4g13890 F18A5.280	Serine hydroxymethyltransferase 5 (AtSHMT5) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 5) (Protein EMBRYO SAC DEVELOPMENT ARREST 36) (Protein EMBRYO SAC DEVELOPMENT ARREST 37) (Serine methylase 5)
O23254	SHM4 SHMT4 At4g13930 dl3005c FCAALL.160	Serine hydroxymethyltransferase 4 (AtSHMT4) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 4) (Serine methylase 4)
Q94JQ3	SHM3 SHMT3 At4g32520 F8B4.220	Serine hydroxymethyltransferase 3, chloroplastic (AtSHMT3) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 3) (Serine methylase 3)
Q94C74	SHM2 SHMT2 At5g26780 F2P16.40	Serine hydroxymethyltransferase 2, mitochondrial (AtSHMT2) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 2) (Serine methylase 2)
Q9SZJ5	SHM1 SHMT1 STM At4g37930 F20D10.50	Serine hydroxymethyltransferase 1, mitochondrial (AtSHMT1) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 1) (Serine Transhydroxymethyltransferase) (STM) (Serine methylase 1)
Q9W457	CG3011 Dmel_CG3011	Serine hydroxymethyltransferase (EC 2.1.2.1)
B7Z0X1	CG3011 Dmel_CG3011	Serine hydroxymethyltransferase (EC 2.1.2.1)
Q96GA7	SDSL	Serine dehydratase-like (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (Serine dehydratase 2) (SDH 2) (EC 4.3.1.17)
O64811	SCPL9 SST At2g23010 F21P24.7	Serine carboxypeptidase-like 9 (Sinapoylglucose--sinapoylglucose O-sinapoyltransferase) (SST) (EC 2.3.1.103) (Sinapoylglucose--sinapoylglucose acyltransferase)
Q8RUW5	SCPL8 SMT SNG1 At2g22990 F21P24.5 T20K9.18	Serine carboxypeptidase-like 8 (Protein SINAPOYLGLUCOSE ACCUMULATOR 1) (Sinapoylglucose--malate O-sinapoyltransferase) (SMT) (EC 2.3.1.92) (Sinapoylglucose--sinapoylglucose O-sinapoyltransferase) (EC 2.3.1.103)
F4J3S3	SCPL7 At3g10450	Serine carboxypeptidase-like 7
Q9CAU0	SCPL6 At1g73270 T18K17.6	Serine carboxypeptidase-like 6 (EC 3.4.16.-)
Q67Y83	SCPL51 At2g27920 T1E2.16	Serine carboxypeptidase-like 51 (EC 3.4.16.-)
Q9M9Q6	SCPL50 At1g15000 T15D22.4 T15D22.7	Serine carboxypeptidase-like 50 (EC 3.4.16.-)
Q9CAU2	SCPL5 At1g73290 T18K17.4	Serine carboxypeptidase-like 5 (EC 3.4.16.-)
P32826	SCPL49 At3g10410 F13M14.32	Serine carboxypeptidase-like 49 (EC 3.4.16.-)
Q56WF8	SCPL48 At3g45010 F14D17.80	Serine carboxypeptidase-like 48 (EC 3.4.16.-)
Q9FFB0	SCPL47 At5g22980 MRN17.21	Serine carboxypeptidase-like 47 (EC 3.4.16.-)
Q8VY01	SCPL46 At2g33530 F4P9.30	Serine carboxypeptidase-like 46 (EC 3.4.16.-)
Q93Y09	SCPL45 At1g28110 F13K9.20	Serine carboxypeptidase-like 45 (EC 3.4.16.-)
Q9MAR8	SCPL44 At1g43780 F28H19.3 F28H19.5	Serine carboxypeptidase-like 44 (EC 3.4.16.-)
Q84W27	SCPL43 At2g12480 T27D6.5	Serine carboxypeptidase-like 43 (EC 3.4.16.-)
Q9FH05	SCPL42 At5g42240 K5J14.4	Serine carboxypeptidase-like 42 (EC 3.4.16.-)
Q9FH06	SCPL41 At5g42230 K5J14.3	Serine carboxypeptidase-like 41 (EC 3.4.16.-)
Q0WRX3	SCPL40 At3g63470 MAA21.100	Serine carboxypeptidase-like 40 (EC 3.4.16.-)
Q9CAU4	SCPL4 At1g73310 T18K17.2	Serine carboxypeptidase-like 4 (EC 3.4.16.-)
Q9SV02	SCPL39 At3g52020 F4F15.130	Serine carboxypeptidase-like 39 (EC 3.4.16.-)
Q9ZUG3	SCPL38 At2g05850 T6P5.5	Serine carboxypeptidase-like 38 (EC 3.4.16.-)
Q84WF0	SCPL37 At3g52010 F4F15.120	Serine carboxypeptidase-like 37 (EC 3.4.16.-)
Q9SV04	SCPL36 At3g52000 F4F15.110	Serine carboxypeptidase-like 36 (EC 3.4.16.-)
Q9LEY1	SCPL35 At5g08260 T22D6.200	Serine carboxypeptidase-like 35 (EC 3.4.16.-)
Q0WPR4	SCPL34 At5g23210 MKD15.7	Serine carboxypeptidase-like 34 (EC 3.4.16.-)
Q9LSM9	SCPL33 At3g17180 K14A17.30	Serine carboxypeptidase-like 33 (EC 3.4.16.-)
Q4PSY2	SCPL32 At1g61130 F11P17.14	Serine carboxypeptidase-like 32 (EC 3.4.16.-)
O04084	SCPL31 At1g11080 T19D16.4	Serine carboxypeptidase-like 31 (EC 3.4.16.-)
Q9CAU1	SCPL3 At1g73280 T18K17.5	Serine carboxypeptidase-like 3 (EC 3.4.16.-)
Q949Q7	SCPL29 At4g30810 F6I18.280 T10C21.3	Serine carboxypeptidase-like 29 (EC 3.4.16.-)
Q8S8K6	SCPL28 At2g35770 T20F21.4	Serine carboxypeptidase-like 28 (EC 3.4.16.-)
Q9SFB5	SCPL27 At3g07990 F17A17.33	Serine carboxypeptidase-like 27 (EC 3.4.16.-)
Q9ZQQ0	SCPL26 At2g35780 T20F21.2	Serine carboxypeptidase-like 26 (EC 3.4.16.-)
Q8L9Y0	SCPL25 At3g02110 F1C9.10	Serine carboxypeptidase-like 25 (EC 3.4.16.-)
Q9LSV8	SCPL21 At3g25420 MWL2.3	Serine carboxypeptidase-like 21 (EC 3.4.16.-)
Q8L7B2	SCPL20 At4g12910 F25G13.7	Serine carboxypeptidase-like 20 (EC 3.4.16.-)
Q9CAU3	SCPL2 At1g73300 T18K17.3	Serine carboxypeptidase-like 2 (EC 3.4.16.-)
Q8VZU3	SCPL19 SCT SNG2 At5g09640 F17I14.170	"Serine carboxypeptidase-like 19 (Protein SINAPOYLGLUCOSE ACCUMULATOR 2) (Sinapoylglucose--choline O-sinapoyltransferase) (SCT) (EC 2.3.1.91) [Cleaved into: Serine carboxypeptidase-like 19 chain A; Serine carboxypeptidase-like 19 chain B]"
Q9C7Z9	SCPL18 At1g33540 F10C21.18	Serine carboxypeptidase-like 18 (EC 3.4.16.-)
Q9C7D6	SCPL17 At3g12203 F28J15.16	Serine carboxypeptidase-like 17 (EC 3.4.16.-)
Q9C7D4	SCPL16 At3g12220 F28J15.109 F28J15.15	Serine carboxypeptidase-like 16 (EC 3.4.16.-)
Q9C7D2	SCPL15 At3g12240 F28J15.111 F28J15.13	Serine carboxypeptidase-like 15 (EC 3.4.16.-)
Q9C7D3	SCPL14 At3g12230 F28J15.110 F28J15.14	Serine carboxypeptidase-like 14 (EC 3.4.16.-)
A8MQS0	SCPL13 At2g22980	Serine carboxypeptidase-like 13
O81009	SCPL12 At2g22920 T20K9.13	Serine carboxypeptidase-like 12 (EC 3.4.16.-)
Q2V465	SCPL11 At2g22970 F21P24.3 T20K9.19	Serine carboxypeptidase-like 11 (EC 3.4.16.-)
O64810	SCPL10 SAT At2g23000 F21P24.6	Serine carboxypeptidase-like 10 (Sinapoylglucose--anthocyanin acyltransferase) (Sinapoylglucose--anthocyanin sinapoyltransferase) (SAT) (EC 2.3.1.-)
Q8RWJ6	SCPL1 At5g36180 MAB16.13	Serine carboxypeptidase-like 1 (EC 3.4.16.-)
Q9M099	SCPL24 BRS1 At4g30610 F17I23.50	"Serine carboxypeptidase 24 (EC 3.4.16.6) (Bri1 suppressor 1) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 24 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 24 chain B (Serine carboxypeptidase II chain B)]"
A6XH04	ECS1 At2g24000	Serine carboxypeptidase
P15619	wdn pqp sry h-1 Sry-c CG1454	Serendipity locus protein H-1 (Protein pourquoi-pas) (Protein wings-down)
P07664	Sry-delta Sry-d CG17958	Serendipity locus protein delta
P07665	Sry-beta Sry-b CG7938	Serendipity locus protein beta
P07666	Sry-alpha Sry-a CG17957	Serendipity locus protein alpha
Q9LET9	T30N20_290 At5g11020	Ser/thr specific protein kinase-like protein (Fragment)
F4JZW1	At5g35580	Ser/Thr protein kinase ACIK1b
F4J982	SRPK4 At3g53030	Ser/arg-rich protein kinase 4
P87027	spg1 sid3 SPAC1565.06c	Septum-promoting GTP-binding protein 1 (GTPase spg1) (Sid3 protein)
Q9Y103	sip1 stip-1 CG7238	Septin-interacting protein 1 (Septin and tuftelin-interacting protein 1) (STIP-1)
Q9UHD8	SEPT9 KIAA0991 MSF	Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)
Q92599	SEPT8 KIAA0202	Septin-8
Q16181	SEPT7 CDC10	Septin-7 (CDC10 protein homolog)
Q14141	SEPT6 KIAA0128 SEP2	Septin-6
Q99719	SEPT5 PNUTL1	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)
